customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
CENTRAL BANK OF IRAQ,00312375,00000641,00000641,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","Ultimate Obligor
Ultimate Obligor"
CESCE,00310855,00001539,00001539,BUYER CREDIT GUARANTEE,RE-INSURER ECA
CHUBB EUROPEAN GROUP SE,00322968,00270857,00270857,"LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","RE-INSURER ECA
PARIS CLUB PAYEE
RE-INSURER ECA"
CITIBANK N.A.,00300827,00001454,00001454,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","SOLE LENDER
LEAD/AGENT BANK
SOLE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
EXPORTER/OII INVESTOR
SYNDICATE LENDER
SOLE LENDER"
CLASSIC FASHION APPAREL INDUSTRY LLC,00320181,00289037,00289037,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","FACILITY CUSTOMER
FACILITY CUSTOMER"
CLASSIC FASHION HOLDING LTD,00320858,00289608,00289608,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","Ultimate Obligor
Ultimate Obligor"
CLYDESDALE BANK PLC,00301977,00001018,00001018,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","SYNDICATE LENDER
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COMMERZBANK AG,00307017,00000539,00000539,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER"
CONTRACTA CONSTRUCTION UK LIMITED,00306280,00274714,00274714,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
CREDIT AGRICOLE CIB HONG KONG,00327414,00294144,00294144,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
CREDIT INDUSTRIEL ET COMMERCIAL,00307027,00004202,00004202,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
CREDIT SUISSE,00310861,00214774,00214774,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER"
CRI CATALYST COMPANY UK LTD,00314063,00001704,00001704,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
DB UK BANK LIMITED,00300578,00003702,00003702,"LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DEFENCE EQUIPMENT SALES AUTHORITY,00326361,00295098,00295098,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
DEPT FOR INTERNATIONAL DEVELOPMENT,NULL,00002135,00002135,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","DEPARTMENT FOR INTERNATIONAL DEVELOPMENT
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DEUTSCHE BANK AG,00307549,00000464,00000464,"DL LOAN (ENHANCED)
OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
ASSET BASED GUARANTEE
LINE OF CREDIT GUARANTEE
OVERSEAS INVESTMENT INSURANCE
SUPPLIER CREDIT FINANCE GUARANTEE
ASSET BASED GUARANTEE
PARIS CLUB CI TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE
PARIS CLUB FD TRANCHE
ASSET BASED GUARANTEE
PARIS CLUB OD TRANCHE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","DL PANEL AGENT BANK
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
LEAD/AGENT BANK
SOLE LENDER
LEAD/AGENT BANK
SOLE LENDER
SOLE LENDER
PARIS CLUB PAYEE
LEAD/AGENT BANK
PARIS CLUB PAYEE
SYNDICATE LENDER
PARIS CLUB PAYEE
LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER"
TAYLOR WOODROW CONSTRUCTION LIMITED,00310831,00004270,00004270,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
THALES ATM LTD,00310847,00004575,00004575,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
UNINSURED AMOUNT
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
THALES DEFENCE LIMITED,00308608,00004470,00004470,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
TITANIUM INTERNATIONAL LIMITED,00304587,00003246,00003246,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
TRANSPORTES AEREOS PORTUGUESES S.A.,00310762,00003648,00003648,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
TURKISH ELECTRICITY GENERATION AND TRANSMISSION CORPORATION (TEAS),NULL,00003790,00003790,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
FACILITY CUSTOMER"
TURKIYE IHRACAT KREDI BANKASI AS TURK EXIMBANK,NULL,00285353,00285353,BUYER CREDIT GUARANTEE,RE-INSURER ECA
TURKSAT UYDU HABERSELESME KABLO TV ISLETME A.S,00405747,00278057,00278057,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
US EXIM BANK,NULL,00001747,00001747,BUYER CREDIT GUARANTEE,RE-INSURER ECA
VA TECH TRANSMISSION AND DISTRIBUTION LIMITED,00307722,00004475,00004475,"EXPORT INSURANCE (EXIP)
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
VA TECH WABAG UK LIMITED,00300081,00004124,00004124,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
EVRAZ  INC NA CANADA,00300074,00249198,00249198,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
FACILITY CUSTOMER"
EXPORTKREDITNAMNDEN,00309965,00001370,00001370,BUYER CREDIT GUARANTEE,RE-INSURER ECA
FIDELIS UNDERWRITING LIMITED,00315078,00276008,00276008,"SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","RE-INSURER ECA
PARIS CLUB PAYEE
RE-INSURER ECA"
FLUOR LIMITED,00301447,00206528,00206528,"PROJECT FINANCING GUARANTEE
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
GCITJ BABEL LIMITED,00321854,00293935,00293935,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
GE CALEDONIAN LIMITED,00302136,00269905,00269905,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
GENERAL ELECTRIC GLOBAL SERVICES,00306088,00274398,00274398,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
GOVCO LLC,00314227,00216518,00216518,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER"
GOVT OF NIGER STATE,NULL,00000666,00000666,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
GOVT OF ZIMBABWE,NULL,00000628,00000628,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","Ultimate Obligor
FACILITY CUSTOMER"
GULF INTERNATIONAL BANK BSC,00308821,00000345,00000345,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
PARIS CLUB FD TRANCHE","SYNDICATE LENDER
SYNDICATE LENDER
SYNDICATE LENDER
PARIS CLUB PAYEE"
HARBOR MALL COMPANY LTD,00319446,00284344,00284344,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
HAWKER SIDDELEY POWER ENGINEERING LIMITED,00300690,00004419,00004419,"PARIS CLUB FD TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HIANG SENG FIBRE CONTAINER CO LTD,00312572,00003757,00003757,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
HSBC BANK MIDDLE EAST LIMITED,00317705,00288854,00288854,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER"
HSBC BANK PLC,00300365,00005733,00005733,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
ASSET BASED GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","SOLE LENDER
LEAD/AGENT BANK
LEAD/AGENT BANK
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
SYNDICATE LENDER
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HSBC BANK PLC,00300366,00005735,00005735,"PARIS CLUB OD TRANCHE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
PROJECT FINANCING GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
PARIS CLUB PAYEE"
HSBC BANK USA N.A,00314637,00232764,00232764,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER"
IHC ENGINEERING BUSINESS LIMITED,00314551,00214551,00214551,"BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
"INDONESIA, MINISTRY OF FINANCE",00315287,00003620,00003620,"BUYER CREDIT GUARANTEE
BOND INSURANCE POLICY
EXPORT INSURANCE (EXIP)
BOND INSURANCE POLICY
SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
SUPPLIER CREDIT FINANCE GUARANTEE","Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER
FACILITY CUSTOMER
Ultimate Obligor"
INDUSTRIAL FINANCE CORPORATION OF INDIA (IFCI),NULL,00003617,00003617,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
EXPORT INSURANCE (EXIP)
BOND INSURANCE POLICY","Ultimate Obligor
Ultimate Obligor
Ultimate Obligor
Ultimate Obligor"
INVENSYS PLC,00302220,00004060,00004060,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
"IRAQ, MINISTRY OF FINANCE",00324937,00224271,00224271,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER
Ultimate Obligor"
ISRAEL ELECTRIC CORPORATION LTD,00312143,00003621,00003621,"BUYER CREDIT GUARANTEE
BOND INSURANCE POLICY
BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
FACILITY CUSTOMER
Ultimate Obligor
Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER"
JOY GLOBAL (UK) LTD,00313685,00004385,00004385,"SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
JUST RETIREMENT LIMITED,00320961,00288805,00288805,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
KELLOGG BROWN & ROOT ENERGY SERVICES LIMITED,00310939,00004397,00004397,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
KREDITANSTALT FUR WIEDERAUFBAU,NULL,00003570,00003570,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
SYNDICATE LENDER
SYNDICATE LENDER"
L3 COMMERCIAL TRAINING SOLUTIONS LIMITED,00314158,00282986,00282986,"BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
LIBERTY MUTUAL INSURANCE EUROPE SE,00315331,00277874,00277874,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","RE-INSURER ECA
PARIS CLUB PAYEE"
LLOYD?S SYNDICATE 2001 MS AMLIN,00315334,00288323,00288323,BUYER CREDIT GUARANTEE,RE-INSURER ECA
LLOYDS BANK PLC,00300302,00004333,00004333,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
PARIS CLUB CI TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE
ASSET BASED GUARANTEE
PARIS CLUB OD TRANCHE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
PARIS CLUB FD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
SOLE LENDER
SOLE LENDER
LEAD/AGENT BANK
PARIS CLUB PAYEE
SYNDICATE LENDER
SYNDICATE LENDER
PARIS CLUB PAYEE
LEAD/AGENT BANK
SYNDICATE LENDER
PARIS CLUB PAYEE
SOLE LENDER"
LLOYDS SYNDICATE 1183 TALBOT,00315337,00277849,00277849,"LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","PARIS CLUB PAYEE
RE-INSURER ECA
RE-INSURER ECA"
LLOYDS SYNDICATE 1225 AEGIS,00315339,00277802,00277802,BUYER CREDIT GUARANTEE,RE-INSURER ECA
LLOYDS SYNDICATE 1414 ASCOT,00405583,00275984,00275984,BUYER CREDIT GUARANTEE,RE-INSURER ECA
LLOYDS SYNDICATE 1886 QBE UNDERWRITING LTD,00325950,00294902,00294902,BUYER CREDIT GUARANTEE,RE-INSURER ECA
LLOYDS SYNDICATE 1919 STARR,00315341,00277797,00277797,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","RE-INSURER ECA
PARIS CLUB PAYEE
PARIS CLUB PAYEE
RE-INSURER ECA"
LLOYDS SYNDICATE 1919 STARR,00405589,00275959,00275959,BUYER CREDIT GUARANTEE,RE-INSURER ECA
LLOYDS SYNDICATE 2001 MS AMLIN,00315334,00277864,00277864,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","RE-INSURER ECA
PARIS CLUB PAYEE
RE-INSURER ECA"
LLOYDS SYNDICATE 2001 MS AMLIN,00405582,00275928,00275928,"SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE","RE-INSURER ECA
RE-INSURER ECA
RE-INSURER ECA"
LLOYDS SYNDICATE 2015 CHANNEL,00405590,00275966,00275966,BUYER CREDIT GUARANTEE,RE-INSURER ECA
MABEY & JOHNSON LTD,00300316,00003856,00003856,"PARIS CLUB FD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE","PARIS CLUB PAYEE
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
MAGIL CONSTRUCTION CORPORATION,00318957,00287635,00287635,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
MAN B & W DIESEL LIMITED,00300509,00004594,00004594,"SUPPLIER CREDIT FINANCE GUARANTEE
BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MARCONI PLC,NULL,00005783,00005783,"PARIS CLUB CI TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MARSA AL ARAB LLC,00317223,00279528,00279528,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
MBDA UK LIMITED,00311021,00003972,00003972,"BOND INSURANCE POLICY
X DL LOAN (STANDARD) DONOTUSE
DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
"MIN OF DEFENCE, QATAR",NULL,00241432,00241432,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
FACILITY CUSTOMER"
"MIN OF ECONOMY & FINANCE, BENIN",00319539,00289518,00289518,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER"
"MIN OF FINANCE, ST KITTS AND NEVIS",NULL,00003865,00003865,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
Ultimate Obligor"
MIN OF HEALTH,NULL,00000636,00000636,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
MIVAN-MASCON JOINT VENTURE,NULL,00003998,00003998,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
MIZUHO CORPORATE BANK LIMITED,00301418,00000467,00000467,"OVERSEAS INVESTMENT INSURANCE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE
PROJECT FINANCING GUARANTEE","EXPORTER/OII INVESTOR
LEAD/AGENT BANK
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER"
MOGUL TEKSTIL SAN. VE TIC LTD STI,NULL,00259073,00259073,"DL LOAN (ENHANCED)
BUYER CREDIT GUARANTEE","Ultimate Obligor
Ultimate Obligor"
MOLINS TOBACCO MACHINERY LIMITED,00308762,00004146,00004146,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
MUFG BANK LTD,00317631,00294046,00294046,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
MYANMA TEXTILE INDUSTRIES.,NULL,00000618,00000618,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
NATIONAL AUTHORITY FOR TUNNELS,00318621,00284665,00284665,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
NATIONAL IRANIAN STEEL CORPORATION (NISCO),NULL,00001825,00001825,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
NATIXIS,00307789,00000529,00000529,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
PROJECT FINANCING GUARANTEE
DL LOAN (ENHANCED)
PROJECT FINANCING GUARANTEE
DL LOAN (ENHANCED)","LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
DL PANEL AGENT BANK
LEAD/AGENT BANK
LEAD/AGENT BANK
SYNDICATE LENDER
SYNDICATE LENDER"
